index,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
421289,UID-84106,UID-57498,UID-43884,80995,UID-82461,22922.15,0,UID-46938
526842,UID-13728,UID-31972,UID-15246,80995,UID-12979,20984.09,0,UID-61753
87933,UID-38351,UID-99120,UID-38887,80995,UID-83131,29986.45,0,UID-64722
351369,UID-45829,UID-69189,UID-56302,80995,UID-27754,-5456.05,0,UID-84837
437522,UID-77251,UID-53936,UID-37484,80995,UID-57342,21228.92,0,UID-46323
136124,UID-44108,UID-70913,UID-61133,80995,UID-60891,34010.76,0,UID-58284
77488,UID-77127,UID-69954,UID-39221,80995,UID-18359,15146.48,0,UID-94171
380276,UID-13777,UID-83092,UID-77707,80995,UID-83211,-4287.39,0,UID-70636
329270,UID-56396,UID-46414,UID-84528,80995,UID-25054,27926.04,0,UID-47386
349005,UID-61027,UID-52659,UID-42462,80995,UID-89580,7653.74,0,UID-18503
232687,UID-89097,UID-34289,UID-36365,80995,UID-57670,22352.12,0,UID-89398
29095,UID-68667,UID-36129,UID-63114,80995,UID-73654,3165.72,0,UID-98476
128418,UID-60461,UID-76176,UID-43864,80995,UID-50109,15098.14,0,UID-20649
219628,UID-26517,UID-93978,UID-87682,80995,UID-90056,24828.24,0,UID-42298
477221,UID-75053,UID-94086,UID-76233,80995,UID-47510,16237.46,0,UID-75534
261173,UID-96477,UID-67141,UID-72929,80995,UID-56798,20316.47,0,UID-84773
175137,UID-15110,UID-26939,UID-31140,80995,UID-34786,19492.69,0,UID-80362
250859,UID-71204,UID-70516,UID-86024,80995,UID-70267,-9491.08,0,UID-37958
187307,UID-75645,UID-53454,UID-96675,80995,UID-23598,29075.29,0,UID-25538
530646,UID-53038,UID-25957,UID-56889,80995,UID-75296,18435.97,0,UID-22708
36438,UID-52302,UID-23758,UID-64022,80995,UID-19794,32021.09,0,UID-23102
327220,UID-40328,UID-66814,UID-56667,80995,UID-97600,9010.13,0,UID-62815
152927,UID-54849,UID-55617,UID-22602,80995,UID-91316,-924.31,0,UID-55838
334144,UID-20370,UID-10562,UID-39302,80995,UID-98876,-10764.07,0,UID-53575
24792,UID-62812,UID-83505,UID-50573,80995,UID-26175,1769.63,0,UID-36323
167074,UID-74326,UID-99446,UID-17387,80995,UID-47874,645.92,0,UID-67622
74959,UID-79208,UID-44866,UID-13878,80995,UID-46530,21453.66,0,UID-74304
336205,UID-12247,UID-84504,UID-58210,80995,UID-64316,-9927.47,0,UID-86788
72851,UID-55851,UID-41209,UID-82755,80995,UID-34258,28873.21,0,UID-22652
292755,UID-18868,UID-40548,UID-76711,80995,UID-29712,30641.37,0,UID-13396
370666,UID-23405,UID-78150,UID-27218,80995,UID-48084,-5286.43,0,UID-98646
502179,UID-95906,UID-43459,UID-46323,80995,UID-57982,25314.57,0,UID-51457
87597,UID-79792,UID-19809,UID-49191,80995,UID-78157,14537.34,0,UID-54981
523048,UID-13981,UID-32035,UID-10869,80995,UID-82924,-7814.96,0,UID-75443
388868,UID-93818,UID-87215,UID-38869,80995,UID-10667,-7769.41,0,UID-68456
204216,UID-47222,UID-60158,UID-71692,80995,UID-69519,29465.85,0,UID-33447
426823,UID-15942,UID-72687,UID-58970,80995,UID-19436,21716.0,0,UID-85755
434392,UID-63441,UID-17032,UID-47750,80995,UID-74738,-2778.3,0,UID-75083
353092,UID-20026,UID-90749,UID-22945,80995,UID-96799,28747.96,0,UID-49955
68855,UID-20707,UID-74632,UID-19077,80995,UID-18776,34566.61,0,UID-82308
202710,UID-17727,UID-21744,UID-44225,80995,UID-62312,26663.45,0,UID-21893
210615,UID-45424,UID-77998,UID-80865,80995,UID-21566,5577.53,0,UID-46778
54635,UID-82098,UID-95911,UID-54822,80995,UID-81817,9424.68,0,UID-41612
517451,UID-82196,UID-65255,UID-10918,80995,UID-27695,24927.18,0,UID-44104
103502,UID-54695,UID-33696,UID-99320,80995,UID-81447,-9715.91,0,UID-34361
312423,UID-59456,UID-77167,UID-33683,80995,UID-72159,6888.44,0,UID-96580
199705,UID-32710,UID-51851,UID-26376,80995,UID-35235,310.72,0,UID-89423
21888,UID-33983,UID-38358,UID-80693,80995,UID-66439,19601.59,0,UID-82371
462281,UID-45905,UID-91708,UID-71163,80995,UID-57013,-5040.78,0,UID-46004
178824,UID-21291,UID-17505,UID-59623,80995,UID-10708,27295.56,0,UID-61546
495204,UID-16761,UID-18828,UID-88249,80995,UID-36559,9822.95,0,UID-74305
487511,UID-46096,UID-29514,UID-63490,80995,UID-31860,33361.65,0,UID-69360
19894,UID-50500,UID-64904,UID-23671,80995,UID-67514,30552.59,0,UID-26829
517405,UID-51498,UID-98628,UID-97968,80995,UID-70111,38939.79,0,UID-78404
8399,UID-93306,UID-43732,UID-50075,80995,UID-96898,30746.39,0,UID-42978
224488,UID-98802,UID-91282,UID-14154,80995,UID-17677,-8338.33,0,UID-40604
355891,UID-28989,UID-18941,UID-80885,80995,UID-50689,8279.64,0,UID-72162
352085,UID-95742,UID-30956,UID-98760,80995,UID-14878,25335.51,0,UID-16769
426446,UID-28876,UID-51187,UID-74501,80995,UID-88246,29672.27,0,UID-22492
18191,UID-35174,UID-41027,UID-15471,80995,UID-54518,26452.68,0,UID-60258
353552,UID-76806,UID-66709,UID-63058,80995,UID-53392,18158.35,0,UID-95874
100574,UID-38544,UID-14055,UID-11361,80995,UID-25144,5393.51,0,UID-13664
452764,UID-45417,UID-53790,UID-75541,80995,UID-67102,27546.64,0,UID-41048
122973,UID-49952,UID-84208,UID-14078,80995,UID-95995,38904.5,0,UID-17361
299353,UID-32003,UID-33579,UID-88528,80995,UID-89797,24172.71,0,UID-41604
294324,UID-79361,UID-84711,UID-88959,80995,UID-91943,3633.9,0,UID-72443
91898,UID-21524,UID-48538,UID-20827,80995,UID-55038,2552.46,0,UID-19420
105771,UID-65600,UID-90055,UID-79654,80995,UID-59752,20239.93,0,UID-89056
218948,UID-19116,UID-74524,UID-34322,80995,UID-75595,24602.68,0,UID-77014
4717,UID-39858,UID-20619,UID-29030,80995,UID-13024,24032.06,0,UID-14361
414357,UID-21957,UID-81682,UID-46074,80995,UID-68495,-4915.77,0,UID-68938
436222,UID-27754,UID-36441,UID-56675,80995,UID-25899,34203.2,0,UID-46807
409000,UID-41650,UID-82907,UID-86773,80995,UID-73050,10542.42,0,UID-19178
89254,UID-86656,UID-38132,UID-17595,80995,UID-36496,-9288.9,0,UID-37259
322114,UID-61189,UID-73773,UID-78321,80995,UID-93629,-937.79,0,UID-27205
103070,UID-39564,UID-89356,UID-96417,80995,UID-51965,-7215.15,0,UID-15722
383981,UID-32691,UID-53640,UID-10182,80995,UID-17027,11917.15,0,UID-11175
405363,UID-23799,UID-27044,UID-62085,80995,UID-89496,27775.49,0,UID-89145
244125,UID-78346,UID-73411,UID-51371,80995,UID-11646,32526.03,0,UID-91253
519377,UID-61532,UID-34903,UID-52597,80995,UID-23493,37220.42,0,UID-45727
84623,UID-16286,UID-32006,UID-27654,80995,UID-38752,1979.94,0,UID-75052
323545,UID-77811,UID-74139,UID-65850,80995,UID-12623,-9266.6,0,UID-41275
357462,UID-20616,UID-81084,UID-17802,80995,UID-89358,-4232.34,0,UID-14241
2150,UID-13648,UID-54508,UID-85160,80995,UID-93743,11149.84,0,UID-55357
533596,UID-78824,UID-86927,UID-64708,80995,UID-14878,7108.73,0,UID-76875
197762,UID-43564,UID-24734,UID-28550,80995,UID-59538,13436.21,0,UID-48066
199522,UID-67211,UID-52757,UID-91533,80995,UID-59013,2315.32,0,UID-40732
122388,UID-87248,UID-50532,UID-93292,80995,UID-34121,14646.33,0,UID-96879
533079,UID-74550,UID-32978,UID-66027,80995,UID-88781,21481.11,0,UID-47185
152037,UID-23062,UID-85564,UID-73904,80995,UID-30844,30862.34,0,UID-91875
413823,UID-74645,UID-13406,UID-12626,80995,UID-48609,-10656.99,0,UID-89332
372080,UID-97900,UID-67230,UID-52837,80995,UID-13300,5737.05,0,UID-63058
490222,UID-38364,UID-62416,UID-66747,80995,UID-53536,-787.77,0,UID-22303
204287,UID-77135,UID-24046,UID-89387,80995,UID-83179,15440.18,0,UID-86760
527842,UID-79518,UID-80191,UID-61851,80995,UID-80423,36622.97,0,UID-77049
488061,UID-63174,UID-43009,UID-41327,80995,UID-69234,32752.26,0,UID-96393
114688,UID-22745,UID-15853,UID-90328,80995,UID-42199,37783.03,0,UID-80783
454825,UID-82728,UID-40218,UID-29064,80995,UID-21802,29003.48,0,UID-37100
66778,UID-90675,UID-90061,UID-91658,80995,UID-22061,-9809.49,0,UID-98687
202720,UID-48581,UID-42667,UID-82938,80995,UID-59631,30731.0,0,UID-72289
402047,UID-52804,UID-84360,UID-70187,80995,UID-98234,19228.36,0,UID-81236
408785,UID-33095,UID-69955,UID-98931,80995,UID-94756,-3133.15,0,UID-84256
63811,UID-67631,UID-92430,UID-11574,80995,UID-26509,35626.03,0,UID-51600
122652,UID-91578,UID-77774,UID-23489,80995,UID-29413,17648.15,0,UID-71840
434812,UID-99944,UID-83928,UID-69137,80995,UID-24565,19508.9,0,UID-71975
12627,UID-27698,UID-15843,UID-51895,80995,UID-73441,-10582.86,0,UID-39207
219787,UID-46272,UID-97298,UID-61692,80995,UID-51582,13660.64,0,UID-44785
50459,UID-88456,UID-99716,UID-53048,80995,UID-56620,13786.1,0,UID-83743
320660,UID-73277,UID-46396,UID-38409,80995,UID-99628,-1191.24,0,UID-92936
491655,UID-28742,UID-71372,UID-41032,80995,UID-67481,14603.34,0,UID-26623
195883,UID-50085,UID-82251,UID-32147,80995,UID-22870,26435.79,0,UID-19236
344375,UID-93653,UID-22163,UID-99517,80995,UID-31629,26468.9,0,UID-58927
157234,UID-44388,UID-25399,UID-61093,80995,UID-31044,33539.87,0,UID-24831
163163,UID-28943,UID-65986,UID-32389,80995,UID-38947,28903.92,0,UID-46365
108501,UID-38947,UID-55546,UID-49046,80995,UID-76528,6016.48,0,UID-27152
338631,UID-97590,UID-55412,UID-54936,80995,UID-99877,2229.35,0,UID-30750
8306,UID-17845,UID-41132,UID-42951,80995,UID-76948,18411.44,0,UID-96423
133518,UID-15530,UID-46867,UID-94879,80995,UID-67762,-8839.15,0,UID-41118
155237,UID-57065,UID-76312,UID-59978,80995,UID-88651,-3172.5,0,UID-17438
205233,UID-12400,UID-57517,UID-28061,80995,UID-76286,21313.02,0,UID-49530
11428,UID-10300,UID-17619,UID-83543,80995,UID-97245,25102.1,0,UID-99791
46404,UID-52338,UID-28450,UID-29999,80995,UID-80442,30457.33,0,UID-49409
107083,UID-29221,UID-18362,UID-78224,80995,UID-44782,303.89,0,UID-47578
339377,UID-59010,UID-32819,UID-91216,80995,UID-55166,-1936.8,0,UID-73466
19745,UID-16024,UID-79557,UID-99278,80995,UID-87358,8212.4,0,UID-47364
130292,UID-43791,UID-67674,UID-43214,80995,UID-53873,-3323.93,0,UID-44658
171783,UID-51329,UID-71347,UID-53157,80995,UID-58619,32831.95,0,UID-61363
122737,UID-14505,UID-33577,UID-32101,80995,UID-68082,26005.2,0,UID-47119
276097,UID-15420,UID-44158,UID-74836,80995,UID-82865,13894.21,0,UID-24759
113109,UID-31519,UID-75781,UID-79672,80995,UID-28955,37532.19,0,UID-54864
256390,UID-15063,UID-29435,UID-80945,80995,UID-94111,16470.74,0,UID-13365
342357,UID-65864,UID-92127,UID-16627,80995,UID-62026,7516.75,0,UID-72429
81698,UID-40258,UID-23306,UID-48494,80995,UID-78844,22129.8,0,UID-68256
520085,UID-85678,UID-35539,UID-29798,80995,UID-13894,22621.42,0,UID-62368
292128,UID-55220,UID-73434,UID-39015,80995,UID-17599,-1449.98,0,UID-81228
360618,UID-83929,UID-31122,UID-57832,80995,UID-24768,13022.77,0,UID-31523
68195,UID-27046,UID-67844,UID-80566,80995,UID-99567,19504.88,0,UID-26703
404252,UID-99045,UID-21181,UID-11972,80995,UID-46948,38385.14,0,UID-73923
163160,UID-64677,UID-97333,UID-46045,80995,UID-71871,37251.49,0,UID-16698
401295,UID-76345,UID-93238,UID-20271,80995,UID-40690,15865.12,0,UID-25650
104510,UID-33951,UID-95638,UID-54652,80995,UID-58611,9444.6,0,UID-29956
533074,UID-91400,UID-75254,UID-69947,80995,UID-10229,30875.14,0,UID-99629
183962,UID-55784,UID-14712,UID-71388,80995,UID-63079,19528.32,0,UID-60667
32481,UID-50983,UID-21662,UID-85549,80995,UID-55135,5308.36,0,UID-90237
389998,UID-58175,UID-54671,UID-81312,80995,UID-49117,12778.76,0,UID-92828
101518,UID-31157,UID-21948,UID-74962,80995,UID-79691,24889.33,0,UID-42784
5218,UID-24112,UID-92123,UID-63223,80995,UID-72346,18484.81,0,UID-38882
359338,UID-10195,UID-70172,UID-55873,80995,UID-25230,28760.67,0,UID-26352
231602,UID-12644,UID-62129,UID-87992,80995,UID-67597,260.9,0,UID-41151
270514,UID-53922,UID-52177,UID-31138,80995,UID-36199,14623.09,0,UID-17306
356177,UID-78563,UID-38185,UID-41609,80995,UID-74782,862.05,0,UID-90849
255891,UID-65822,UID-92707,UID-66656,80995,UID-92827,33900.03,0,UID-84251
233745,UID-75693,UID-92982,UID-86222,80995,UID-23170,29418.01,0,UID-49484
274182,UID-97263,UID-85375,UID-57471,80995,UID-66301,30446.75,0,UID-29800
367706,UID-22899,UID-94617,UID-40499,80995,UID-36304,37263.75,0,UID-57278
503170,UID-89699,UID-29801,UID-33194,80995,UID-70787,36016.55,0,UID-33263
154229,UID-70235,UID-43464,UID-52447,80995,UID-41478,4313.85,0,UID-65443
160224,UID-85565,UID-63814,UID-32329,80995,UID-45212,2696.64,0,UID-99665
292014,UID-82792,UID-20678,UID-82582,80995,UID-66516,-7668.53,0,UID-92174
140642,UID-75136,UID-82639,UID-25362,80995,UID-18418,36410.02,0,UID-87540
399902,UID-52722,UID-94404,UID-32441,80995,UID-49956,33094.41,0,UID-28713
276958,UID-73805,UID-84874,UID-16551,80995,UID-48744,18348.13,0,UID-25451
537154,UID-65585,UID-19201,UID-33589,80995,UID-62221,15526.51,0,UID-39391
540448,UID-55714,UID-15142,UID-69440,80995,UID-60914,36458.01,0,UID-65553
489933,UID-54018,UID-22270,UID-19960,80995,UID-83532,21292.5,0,UID-88900
180667,UID-88565,UID-86766,UID-57580,80995,UID-74590,25988.53,0,UID-36492
316781,UID-43249,UID-34354,UID-67922,80995,UID-14613,11951.67,0,UID-38614
298772,UID-37588,UID-65548,UID-31274,80995,UID-85754,-9369.66,0,UID-11806
329313,UID-77050,UID-84115,UID-27065,80995,UID-43002,25233.77,0,UID-88787
187614,UID-42120,UID-27296,UID-17050,80995,UID-74248,17041.06,0,UID-90207
201093,UID-43514,UID-53416,UID-85798,80995,UID-11377,-8700.6,0,UID-52729
24378,UID-52647,UID-24987,UID-71733,80995,UID-42265,2589.94,0,UID-90463
99504,UID-32707,UID-24543,UID-52339,80995,UID-34048,10273.62,0,UID-94572
145620,UID-35583,UID-59540,UID-37404,80995,UID-15303,22807.24,0,UID-69728
342344,UID-74577,UID-25238,UID-54258,80995,UID-68419,16780.06,0,UID-57909
374011,UID-11910,UID-20483,UID-80178,80995,UID-43498,-880.7,0,UID-71598
21445,UID-11807,UID-63666,UID-89107,80995,UID-11290,-4854.95,0,UID-54904
316417,UID-92023,UID-37876,UID-45991,80995,UID-55225,7156.89,0,UID-73765
57809,UID-29773,UID-95807,UID-37637,80995,UID-30475,20465.36,0,UID-92250
453741,UID-92053,UID-88431,UID-47237,80995,UID-50402,-7515.65,0,UID-51838
375294,UID-56235,UID-59691,UID-14866,80995,UID-69862,23163.03,0,UID-86373
83013,UID-70066,UID-31917,UID-74756,80995,UID-33804,9746.52,0,UID-84488
