Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,brand,url,sku,name,description,price,currency,scraped_at,terms,section
159160,Option A,No,Option B,No,1778,Option A,UID-58886,UID-18217,UID-21080,UID-22211,294.24,Option C,UID-68698,Option A,Option B
110557,Option B,Yes,Option C,No,1226,Option A,UID-24528,UID-88945,UID-57440,UID-96352,65.08,Option A,UID-42208,Option B,Option C
185359,Option C,Yes,Option C,Yes,1653,Option C,UID-90615,UID-45050,UID-26918,UID-26124,8.98,Option A,UID-38103,Option C,Option C
112580,Option C,Yes,Option C,Yes,2370,Option A,UID-89442,UID-65929,UID-68478,UID-25996,433.39,Option B,UID-58572,Option C,Option A
185328,Option B,Yes,Option A,Yes,1330,Option B,UID-81590,UID-17886,UID-82294,UID-49366,407.03,Option C,UID-78296,Option C,Option A
162038,Option A,No,Option A,No,2934,Option B,UID-90801,UID-44191,UID-38715,UID-32220,130.2,Option B,UID-69076,Option A,Option A
144174,Option B,Yes,Option C,No,1208,Option B,UID-91716,UID-63150,UID-48372,UID-70664,322.69,Option A,UID-35930,Option A,Option C
114456,Option B,No,Option A,No,1537,Option C,UID-38468,UID-26302,UID-11792,UID-99815,397.89,Option B,UID-12870,Option A,Option A
110143,Option A,No,Option B,No,1404,Option C,UID-60556,UID-99193,UID-30543,UID-76345,63.35,Option C,UID-86085,Option A,Option B
128005,Option C,No,Option A,No,1888,Option A,UID-62478,UID-15168,UID-42296,UID-58658,130.86,Option B,UID-24040,Option B,Option A
159256,Option A,No,Option A,Yes,2595,Option C,UID-71999,UID-23137,UID-32671,UID-35570,256.51,Option A,UID-79755,Option C,Option A
182426,Option A,No,Option B,Yes,618,Option A,UID-81929,UID-72324,UID-69363,UID-70707,207.88,Option B,UID-87318,Option C,Option A
194177,Option B,No,Option A,Yes,2410,Option B,UID-73151,UID-89420,UID-92416,UID-55738,351.49,Option C,UID-41060,Option B,Option B
137558,Option C,No,Option A,Yes,1221,Option C,UID-98703,UID-86766,UID-99684,UID-23474,256.43,Option C,UID-50384,Option C,Option C
166013,Option B,Yes,Option C,Yes,2326,Option A,UID-41180,UID-47116,UID-29452,UID-40178,272.51,Option B,UID-60773,Option B,Option A
194794,Option B,No,Option B,Yes,2048,Option B,UID-97857,UID-79071,UID-30714,UID-14657,399.81,Option A,UID-10438,Option A,Option C
180760,Option B,Yes,Option C,No,2129,Option B,UID-45373,UID-62400,UID-34316,UID-72536,438.23,Option C,UID-42835,Option A,Option A
145897,Option A,Yes,Option B,No,1865,Option C,UID-68125,UID-17908,UID-17130,UID-69183,78.46,Option A,UID-80732,Option C,Option C
197272,Option C,Yes,Option A,Yes,1536,Option B,UID-80825,UID-49165,UID-92376,UID-75998,191.97,Option C,UID-94504,Option C,Option C
189121,Option A,No,Option C,No,2759,Option A,UID-25589,UID-48648,UID-39367,UID-39874,95.52,Option B,UID-55007,Option C,Option B
130399,Option B,No,Option C,No,2258,Option A,UID-31886,UID-33099,UID-46495,UID-92872,356.29,Option B,UID-35032,Option C,Option B
153792,Option C,Yes,Option B,No,1328,Option B,UID-19233,UID-17066,UID-74994,UID-64516,248.23,Option B,UID-42350,Option C,Option C
175039,Option B,No,Option A,Yes,584,Option B,UID-21645,UID-37882,UID-73552,UID-37295,21.76,Option A,UID-19427,Option A,Option A
140255,Option B,No,Option C,Yes,600,Option A,UID-93889,UID-95040,UID-41231,UID-23374,223.18,Option B,UID-89009,Option C,Option C
165535,Option B,Yes,Option B,Yes,2389,Option C,UID-25713,UID-47639,UID-47052,UID-66180,229.33,Option B,UID-42098,Option C,Option B
156504,Option A,No,Option B,Yes,1209,Option A,UID-72248,UID-93390,UID-53724,UID-81338,50.82,Option B,UID-57553,Option B,Option B
123901,Option B,No,Option C,Yes,2703,Option B,UID-78824,UID-40504,UID-84523,UID-16602,272.66,Option A,UID-41298,Option A,Option A
122083,Option C,No,Option C,No,1159,Option A,UID-34250,UID-15135,UID-80350,UID-13504,14.56,Option A,UID-48017,Option B,Option C
112994,Option C,No,Option A,Yes,2152,Option C,UID-44804,UID-70974,UID-76972,UID-22421,414.8,Option B,UID-34536,Option B,Option C
161095,Option A,Yes,Option C,No,2008,Option B,UID-87934,UID-40861,UID-92560,UID-90794,283.54,Option A,UID-29498,Option C,Option A
137366,Option A,No,Option C,No,2833,Option B,UID-51686,UID-56190,UID-24754,UID-57838,207.25,Option A,UID-63601,Option C,Option C
162016,Option C,No,Option B,Yes,1291,Option A,UID-95375,UID-12912,UID-50215,UID-71304,66.7,Option B,UID-20416,Option A,Option A
130277,Option C,Yes,Option C,No,753,Option A,UID-76472,UID-75773,UID-12378,UID-78591,124.37,Option A,UID-86509,Option C,Option A
155886,Option A,No,Option A,Yes,2174,Option C,UID-37420,UID-56521,UID-43415,UID-79301,224.46,Option B,UID-74059,Option B,Option C
156222,Option C,Yes,Option A,Yes,949,Option C,UID-80639,UID-44093,UID-83378,UID-17103,302.8,Option A,UID-34042,Option C,Option C
111123,Option C,Yes,Option A,No,2532,Option B,UID-80020,UID-81879,UID-58806,UID-83482,348.19,Option C,UID-77944,Option C,Option A
185407,Option A,No,Option B,No,1639,Option B,UID-56175,UID-33308,UID-13735,UID-42575,401.53,Option C,UID-28085,Option B,Option A
189789,Option C,No,Option A,No,1630,Option C,UID-15937,UID-71516,UID-79963,UID-61024,438.2,Option B,UID-68132,Option A,Option B
148028,Option B,No,Option B,Yes,656,Option B,UID-98632,UID-80589,UID-62697,UID-24806,335.68,Option B,UID-35773,Option B,Option A
137545,Option B,No,Option C,No,1348,Option A,UID-73979,UID-67069,UID-77225,UID-39720,406.42,Option B,UID-74612,Option A,Option B
156840,Option A,No,Option A,Yes,1047,Option A,UID-27127,UID-89585,UID-18404,UID-33974,132.04,Option B,UID-51844,Option C,Option B
166846,Option C,Yes,Option A,Yes,2542,Option A,UID-16593,UID-91502,UID-79595,UID-70680,78.32,Option B,UID-88097,Option B,Option A
182363,Option C,Yes,Option A,No,687,Option A,UID-20307,UID-92283,UID-23075,UID-28388,231.19,Option C,UID-40974,Option C,Option B
166659,Option B,No,Option B,Yes,2169,Option A,UID-25504,UID-46689,UID-37823,UID-26776,259.57,Option C,UID-98177,Option A,Option B
193458,Option B,Yes,Option A,No,742,Option B,UID-12096,UID-56793,UID-34536,UID-16515,91.36,Option C,UID-41845,Option C,Option C
110206,Option B,No,Option C,Yes,2641,Option B,UID-42389,UID-75529,UID-78768,UID-68718,227.07,Option C,UID-16396,Option A,Option C
125154,Option C,No,Option B,Yes,1788,Option B,UID-92271,UID-66777,UID-44034,UID-69814,334.75,Option C,UID-30163,Option B,Option C
112019,Option A,Yes,Option B,Yes,1909,Option C,UID-53834,UID-37726,UID-66865,UID-11952,335.02,Option A,UID-73404,Option C,Option C
160828,Option A,Yes,Option A,Yes,2208,Option C,UID-61672,UID-56008,UID-48561,UID-82698,16.7,Option C,UID-74578,Option B,Option A
185862,Option B,No,Option B,Yes,2727,Option B,UID-77191,UID-42864,UID-74440,UID-87518,289.54,Option B,UID-10263,Option B,Option A
181047,Option B,No,Option B,No,548,Option B,UID-97839,UID-28991,UID-60087,UID-13335,313.75,Option C,UID-68002,Option B,Option C
170196,Option C,Yes,Option C,No,2085,Option A,UID-99460,UID-25181,UID-22475,UID-37722,258.2,Option A,UID-97535,Option B,Option C
186203,Option B,Yes,Option A,No,1812,Option C,UID-20051,UID-54694,UID-59367,UID-47102,42.8,Option A,UID-25807,Option B,Option C
136910,Option C,Yes,Option B,Yes,1855,Option C,UID-85804,UID-97653,UID-19972,UID-83782,390.28,Option C,UID-29772,Option B,Option B
196611,Option A,Yes,Option C,No,2952,Option C,UID-75605,UID-91041,UID-10465,UID-92628,10.76,Option A,UID-67437,Option B,Option C
197445,Option A,Yes,Option A,No,1731,Option A,UID-17442,UID-10410,UID-66699,UID-55626,264.46,Option A,UID-19814,Option B,Option A
129454,Option B,No,Option C,Yes,1172,Option C,UID-59838,UID-97916,UID-84274,UID-19949,199.14,Option A,UID-92100,Option C,Option C
117660,Option B,No,Option B,No,910,Option A,UID-36763,UID-70353,UID-19280,UID-88674,258.54,Option C,UID-55249,Option B,Option B
118189,Option A,Yes,Option B,No,1757,Option C,UID-85806,UID-84172,UID-24378,UID-55026,73.98,Option A,UID-35000,Option A,Option B
131830,Option C,Yes,Option A,No,1184,Option B,UID-53521,UID-54124,UID-75128,UID-31766,202.82,Option C,UID-51026,Option B,Option B
198188,Option C,No,Option B,No,530,Option C,UID-18473,UID-64664,UID-88632,UID-67636,42.95,Option B,UID-32563,Option A,Option A
175437,Option C,Yes,Option C,Yes,1821,Option C,UID-93265,UID-70709,UID-82788,UID-20384,189.33,Option A,UID-19062,Option B,Option B
171781,Option A,No,Option C,Yes,1236,Option C,UID-26004,UID-41546,UID-89524,UID-31736,207.74,Option C,UID-45667,Option B,Option B
117986,Option B,Yes,Option B,Yes,2500,Option B,UID-39366,UID-35171,UID-89277,UID-99676,147.54,Option B,UID-90852,Option C,Option C
174717,Option B,No,Option A,Yes,2328,Option A,UID-68173,UID-72050,UID-87362,UID-35038,422.72,Option B,UID-51738,Option B,Option B
123900,Option A,Yes,Option B,No,2341,Option C,UID-48878,UID-42873,UID-38077,UID-52699,201.75,Option B,UID-59989,Option A,Option B
175271,Option B,No,Option A,Yes,943,Option C,UID-69294,UID-84711,UID-71038,UID-35679,294.85,Option C,UID-99209,Option B,Option A
125756,Option B,No,Option C,No,2448,Option A,UID-89959,UID-78298,UID-73910,UID-43202,318.39,Option C,UID-73228,Option C,Option C
124168,Option A,No,Option B,Yes,2829,Option A,UID-14211,UID-21924,UID-25087,UID-82333,34.92,Option B,UID-82762,Option B,Option A
176590,Option A,No,Option C,No,938,Option C,UID-30254,UID-76258,UID-13857,UID-70679,20.7,Option B,UID-10122,Option C,Option A
167249,Option B,Yes,Option B,No,1006,Option B,UID-13601,UID-50486,UID-38104,UID-92930,260.26,Option A,UID-70259,Option C,Option A
149180,Option B,No,Option B,Yes,1559,Option C,UID-90169,UID-52111,UID-72704,UID-99713,56.42,Option B,UID-85188,Option B,Option A
173222,Option B,Yes,Option B,Yes,2782,Option B,UID-23487,UID-94881,UID-46600,UID-82285,424.09,Option C,UID-77731,Option B,Option A
113516,Option C,Yes,Option C,No,1511,Option A,UID-41315,UID-43362,UID-70146,UID-98624,20.94,Option C,UID-10517,Option A,Option A
170411,Option A,No,Option A,Yes,2516,Option C,UID-23415,UID-59908,UID-56558,UID-28761,411.24,Option B,UID-87920,Option B,Option C
129936,Option B,No,Option A,No,1022,Option A,UID-68683,UID-75606,UID-62529,UID-67988,395.46,Option B,UID-11072,Option A,Option A
142150,Option A,No,Option C,No,1684,Option A,UID-53345,UID-94358,UID-21491,UID-69815,78.58,Option C,UID-95925,Option A,Option C
134546,Option C,No,Option C,Yes,1877,Option A,UID-58202,UID-38306,UID-75164,UID-70518,16.18,Option A,UID-25434,Option B,Option B
119909,Option B,Yes,Option A,Yes,1595,Option B,UID-97024,UID-46309,UID-53951,UID-19388,270.88,Option A,UID-77847,Option C,Option B
148807,Option B,No,Option B,No,2624,Option A,UID-34672,UID-98941,UID-87535,UID-53199,111.38,Option A,UID-60471,Option B,Option C
189577,Option A,Yes,Option A,No,1960,Option C,UID-97057,UID-17561,UID-94784,UID-41039,13.68,Option C,UID-43638,Option A,Option B
126765,Option A,Yes,Option C,Yes,698,Option B,UID-38534,UID-12280,UID-65551,UID-13688,257.78,Option A,UID-16508,Option B,Option C
151417,Option B,Yes,Option A,Yes,1677,Option C,UID-44272,UID-78674,UID-76153,UID-14836,154.22,Option B,UID-24503,Option A,Option C
196253,Option B,No,Option B,Yes,1329,Option B,UID-39708,UID-32496,UID-79594,UID-24273,11.76,Option A,UID-78504,Option A,Option C
116730,Option C,Yes,Option C,Yes,2667,Option C,UID-44461,UID-10066,UID-64986,UID-10225,21.79,Option C,UID-67519,Option B,Option B
177266,Option A,No,Option A,Yes,1581,Option A,UID-14562,UID-82561,UID-56950,UID-46243,170.72,Option C,UID-88336,Option B,Option B
125590,Option C,Yes,Option C,No,1106,Option B,UID-69568,UID-99768,UID-70410,UID-44440,89.66,Option A,UID-45543,Option C,Option C
197484,Option A,Yes,Option B,Yes,613,Option A,UID-44985,UID-70946,UID-36327,UID-11467,250.52,Option A,UID-27409,Option A,Option C
139603,Option B,No,Option C,Yes,2480,Option C,UID-22396,UID-57158,UID-89164,UID-11121,294.19,Option C,UID-46093,Option B,Option C
179473,Option B,No,Option C,Yes,722,Option B,UID-36025,UID-40256,UID-60886,UID-18247,249.05,Option A,UID-44459,Option A,Option C
176435,Option A,Yes,Option B,No,933,Option C,UID-58512,UID-93518,UID-49725,UID-85115,369.89,Option C,UID-21314,Option A,Option A
184585,Option C,Yes,Option A,No,1233,Option A,UID-46686,UID-38452,UID-15220,UID-84312,273.39,Option C,UID-44511,Option B,Option A
183668,Option B,Yes,Option C,Yes,834,Option A,UID-79308,UID-71191,UID-42977,UID-68810,199.06,Option A,UID-23062,Option C,Option B
127263,Option B,No,Option A,Yes,981,Option B,UID-14091,UID-30935,UID-87185,UID-37890,141.43,Option B,UID-96175,Option B,Option A
137743,Option B,Yes,Option B,No,1740,Option B,UID-44887,UID-61336,UID-60022,UID-17804,64.7,Option A,UID-87698,Option C,Option A
133028,Option A,No,Option B,Yes,1559,Option C,UID-30263,UID-72492,UID-10610,UID-36069,422.25,Option C,UID-29665,Option B,Option B
118809,Option C,No,Option B,Yes,532,Option A,UID-18808,UID-60789,UID-83407,UID-39811,125.43,Option C,UID-32127,Option B,Option B
115722,Option B,Yes,Option B,No,1927,Option C,UID-97291,UID-44700,UID-54606,UID-72710,266.43,Option C,UID-46693,Option B,Option B
157705,Option A,Yes,Option A,Yes,2028,Option C,UID-32124,UID-33913,UID-46784,UID-35403,282.75,Option B,UID-79954,Option A,Option A
165602,Option C,Yes,Option C,Yes,2650,Option C,UID-57947,UID-93612,UID-37951,UID-12141,82.21,Option A,UID-51962,Option A,Option A
126664,Option C,No,Option C,No,754,Option B,UID-70869,UID-82634,UID-56946,UID-32970,210.77,Option C,UID-15676,Option C,Option C
174997,Option B,No,Option B,No,2158,Option B,UID-71809,UID-16338,UID-76353,UID-29859,147.83,Option A,UID-24292,Option C,Option C
178828,Option B,No,Option A,Yes,625,Option A,UID-20566,UID-18438,UID-80782,UID-74610,65.87,Option A,UID-40076,Option B,Option C
168960,Option A,Yes,Option C,No,2965,Option C,UID-48787,UID-22945,UID-19716,UID-47533,347.79,Option A,UID-97490,Option A,Option B
185462,Option A,No,Option B,Yes,2721,Option A,UID-82571,UID-16201,UID-62618,UID-12292,140.99,Option A,UID-77338,Option C,Option C
178931,Option A,No,Option C,No,1783,Option A,UID-50253,UID-88793,UID-65125,UID-29382,160.3,Option C,UID-28981,Option A,Option B
194521,Option B,No,Option A,Yes,1550,Option A,UID-86623,UID-42284,UID-32888,UID-65572,207.97,Option A,UID-76630,Option A,Option B
174941,Option A,No,Option A,No,1610,Option A,UID-92356,UID-41220,UID-31525,UID-60415,370.64,Option A,UID-85921,Option B,Option B
126649,Option A,Yes,Option B,Yes,2309,Option C,UID-48963,UID-27435,UID-88971,UID-67789,178.9,Option A,UID-28578,Option A,Option A
166810,Option C,No,Option A,No,2623,Option C,UID-54986,UID-16779,UID-76640,UID-99297,159.51,Option A,UID-92310,Option A,Option C
181405,Option B,Yes,Option C,Yes,1206,Option C,UID-10762,UID-32129,UID-75783,UID-64138,246.09,Option A,UID-91101,Option A,Option B
127739,Option A,No,Option A,Yes,687,Option B,UID-58988,UID-16529,UID-95582,UID-22619,374.47,Option B,UID-17641,Option B,Option B
163890,Option A,No,Option A,Yes,2237,Option B,UID-68671,UID-91462,UID-82188,UID-61281,268.67,Option C,UID-58047,Option C,Option A
185218,Option C,Yes,Option C,No,2477,Option B,UID-35593,UID-10806,UID-45626,UID-89478,343.18,Option B,UID-59766,Option A,Option A
172716,Option B,Yes,Option C,Yes,1256,Option C,UID-70745,UID-71671,UID-19236,UID-43546,106.27,Option B,UID-46894,Option A,Option B
154817,Option B,No,Option C,No,2822,Option C,UID-28511,UID-70920,UID-29657,UID-60011,385.76,Option C,UID-22247,Option A,Option B
163953,Option C,Yes,Option B,Yes,2570,Option C,UID-40420,UID-26471,UID-38287,UID-71195,215.03,Option B,UID-23524,Option C,Option C
176800,Option C,No,Option B,No,2955,Option C,UID-64923,UID-53304,UID-31614,UID-25954,221.24,Option B,UID-10350,Option B,Option C
165173,Option A,Yes,Option B,Yes,2852,Option C,UID-57910,UID-53616,UID-83782,UID-27348,329.31,Option A,UID-21567,Option B,Option A
188974,Option A,No,Option B,No,2045,Option B,UID-90314,UID-13607,UID-55091,UID-62327,60.06,Option B,UID-30444,Option C,Option B
195402,Option B,Yes,Option B,Yes,896,Option C,UID-97450,UID-68203,UID-14044,UID-67449,67.17,Option B,UID-42063,Option C,Option A
187598,Option B,Yes,Option C,No,1813,Option B,UID-40529,UID-32899,UID-24046,UID-77972,191.25,Option A,UID-13269,Option C,Option B
137851,Option B,Yes,Option B,No,1172,Option B,UID-13024,UID-38467,UID-82792,UID-95905,33.45,Option B,UID-48395,Option B,Option B
126947,Option C,Yes,Option C,Yes,771,Option B,UID-84366,UID-98071,UID-16798,UID-14508,392.67,Option C,UID-83273,Option C,Option A
191421,Option B,Yes,Option C,Yes,2339,Option A,UID-30695,UID-70428,UID-58222,UID-66638,120.58,Option A,UID-94209,Option B,Option C
166698,Option C,Yes,Option C,No,1215,Option C,UID-58884,UID-25637,UID-82759,UID-57284,260.3,Option C,UID-50141,Option A,Option C
